question,answer
"5269, 527, 499, 2133, 311, 656, 430, 30","72, 3358, 1120, 1005, 279, 70887, 13"
"72, 3358, 1120, 1005, 279, 70887, 13","12840, 596, 430, 30"
"12840, 596, 430, 30","275, 596, 279, 17392, 3371, 261, 5780, 13"
"275, 596, 279, 17392, 3371, 261, 5780, 13","275, 6835, 499, 3300, 30"
"275, 6835, 499, 3300, 30","72, 1120, 5774, 856, 46453, 3786, 1139, 279, 5780, 13"
"72, 1120, 5774, 856, 46453, 3786, 1139, 279, 5780, 13","438, 433, 6835, 499, 3300, 30"
"438, 433, 6835, 499, 3300, 30","9336, 11, 433, 6835, 757, 3300, 11, 719, 433, 596, 856, 1866, 3300, 13"
"9336, 11, 433, 6835, 757, 3300, 11, 719, 433, 596, 856, 1866, 3300, 13","2319, 13, 1148, 1695, 374, 430, 30, 602, 3463, 433, 6688, 499, 1949, 3300, 13"
"23770, 499, 2231, 279, 6437, 9736, 704, 389, 279, 8761, 30","2319, 11, 912, 13, 602, 29695, 13"
"2319, 11, 912, 13, 602, 29695, 13","9336, 11, 499, 4265, 2731, 1935, 433, 704, 4156, 13"
"9336, 11, 499, 4265, 2731, 1935, 433, 704, 4156, 13","12840, 892, 1587, 279, 61843, 11092, 2586, 555, 30"
"12840, 892, 1587, 279, 61843, 11092, 2586, 555, 30","275, 6118, 5334, 1618, 520, 38245, 389, 259, 7192, 11, 902, 374, 16986, 13"
"275, 6118, 5334, 1618, 520, 38245, 389, 259, 7192, 11, 902, 374, 16986, 13","72, 3358, 1120, 1935, 433, 704, 311, 279, 8761, 16986, 6693, 13"
"72, 3358, 1120, 1935, 433, 704, 311, 279, 8761, 16986, 6693, 13","2319, 11, 912, 11, 499, 1541, 956, 13"
"2319, 11, 912, 11, 499, 1541, 956, 13","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","30115, 6693, 499, 636, 709, 3389, 323, 13270, 1022, 311, 990, 3389, 13"
"30115, 6693, 499, 636, 709, 3389, 323, 13270, 1022, 311, 990, 3389, 13","3055, 499, 1781, 602, 3358, 10894, 311, 656, 433, 30"
"3055, 499, 1781, 602, 3358, 10894, 311, 656, 433, 30","9514, 3358, 6227, 311, 656, 433, 11, 719, 499, 2834, 956, 617, 892, 311, 656, 433, 13"
"9514, 3358, 6227, 311, 656, 433, 11, 719, 499, 2834, 956, 617, 892, 311, 656, 433, 13","94317, 11, 602, 3358, 1935, 433, 704, 4156, 1314, 1457, 13"
"548, 499, 5644, 30","2359, 369, 1148, 30"
"2359, 369, 1148, 30","2359, 369, 279, 2466, 3480, 13"
"2359, 369, 279, 2466, 3480, 13","12840, 527, 499, 7556, 922, 30"
"12840, 527, 499, 7556, 922, 30","1820, 7140, 374, 28865, 311, 7528, 11333, 13"
"1820, 7140, 374, 28865, 311, 7528, 11333, 13","2319, 13, 315, 3388, 602, 2846, 5644, 13"
"2319, 13, 315, 3388, 602, 2846, 5644, 13","23770, 499, 3780, 279, 28157, 30"
"23770, 499, 3780, 279, 28157, 30","2201, 11, 602, 1541, 956, 1205, 264, 28157, 1606, 602, 11021, 264, 7528, 11333, 13"
"2201, 11, 602, 1541, 956, 1205, 264, 28157, 1606, 602, 11021, 264, 7528, 11333, 13","5269, 1790, 574, 430, 30"
"5269, 1790, 574, 430, 30","275, 574, 1193, 922, 400, 4364, 369, 264, 220, 1032, 25224, 4264, 13"
"275, 574, 1193, 922, 400, 4364, 369, 264, 220, 1032, 25224, 4264, 13","28156, 433, 3820, 709, 904, 7528, 12006, 30"
"28156, 433, 3820, 709, 904, 7528, 12006, 30","2319, 11, 10035, 13, 602, 636, 4848, 597, 46295, 12006, 719, 4400, 304, 30063, 0"
"16455, 527, 15526, 13","20670, 2771, 527, 13"
"20670, 2771, 527, 13","23770, 499, 6865, 922, 279, 18178, 30"
"23770, 499, 6865, 922, 279, 18178, 30","1820, 832, 430, 40606, 264, 2678, 11277, 30"
"1820, 832, 430, 40606, 264, 2678, 11277, 30","9891, 11, 568, 40606, 264, 11277, 304, 32863, 323, 32122, 1139, 279, 577, 516, 13"
"9891, 11, 568, 40606, 264, 11277, 304, 32863, 323, 32122, 1139, 279, 577, 516, 13","23770, 814, 2339, 1461, 30"
"23770, 814, 2339, 1461, 30","9891, 13, 1306, 1403, 577, 516, 13, 25902, 44305, 8272, 1461, 369, 459, 6596, 11, 568, 27212, 389, 264, 27834, 13"
"9891, 13, 1306, 1403, 577, 516, 13, 25902, 44305, 8272, 1461, 369, 459, 6596, 11, 568, 27212, 389, 264, 27834, 13","23770, 568, 10121, 30"
"23770, 568, 10121, 30","2201, 11, 568, 1120, 27212, 279, 11277, 323, 15203, 311, 264, 10960, 13"
"2201, 11, 568, 1120, 27212, 279, 11277, 323, 15203, 311, 264, 10960, 13","23770, 279, 35317, 1505, 704, 3249, 568, 32122, 1139, 279, 577, 516, 82508"
"23770, 279, 35317, 1505, 704, 3249, 568, 32122, 1139, 279, 577, 516, 82508","26301, 2324, 53312, 13, 568, 574, 16026, 264, 25902, 17004, 1053, 6230, 1461, 1523, 13"
"26301, 2324, 53312, 13, 568, 574, 16026, 264, 25902, 17004, 1053, 6230, 1461, 1523, 13","5481, 269, 7564, 13"
"1820, 4379, 1205, 1057, 1520, 9455, 264, 71650, 13","5269, 656, 499, 1440, 30"
"5269, 656, 499, 1440, 30","1820, 11333, 3754, 374, 13122, 264, 6201, 44214, 13"
"1820, 11333, 3754, 374, 13122, 264, 6201, 44214, 13","3055, 814, 1440, 1148, 279, 71650, 5992, 1093, 30"
"3055, 814, 1440, 1148, 279, 71650, 5992, 1093, 30","9891, 11, 568, 596, 220, 21, 7693, 16615, 11, 220, 1049, 16701, 11, 3776, 7013, 11, 323, 922, 220, 966, 1667, 2362, 13"
"9891, 11, 568, 596, 220, 21, 7693, 16615, 11, 220, 1049, 16701, 11, 3776, 7013, 11, 323, 922, 220, 966, 1667, 2362, 13","12840, 7102, 374, 568, 30"
"12840, 7102, 374, 568, 30","20670, 3287, 956, 2019, 13"
"20670, 3287, 956, 2019, 13","1820, 11333, 3754, 3250, 956, 3371, 603, 279, 7102, 14926, 13"
"1820, 11333, 3754, 3250, 956, 3371, 603, 279, 7102, 14926, 13","1073, 3388, 539, 13, 430, 1053, 387, 25185, 13"
"1073, 3388, 539, 13, 430, 1053, 387, 25185, 13","8248, 1268, 649, 584, 10765, 4423, 422, 584, 1541, 956, 1440, 872, 7102, 30"
"8248, 1268, 649, 584, 10765, 4423, 422, 584, 1541, 956, 1440, 872, 7102, 30","15357, 956, 2610, 757, 13"
"15357, 956, 2610, 757, 13","3473, 814, 1101, 13434, 956, 3371, 603, 422, 279, 71650, 374, 8762, 477, 8954, 11, 1606, 430, 374, 64882, 13"
"15357, 956, 40194, 701, 19689, 389, 701, 37253, 13","8248, 602, 1541, 956, 617, 264, 20438, 13"
"8248, 602, 1541, 956, 617, 264, 20438, 13","3473, 733, 1505, 264, 20438, 304, 279, 15197, 13"
"3473, 733, 1505, 264, 20438, 304, 279, 15197, 13","72, 3287, 956, 617, 892, 311, 636, 832, 505, 1070, 13"
"72, 3287, 956, 617, 892, 311, 636, 832, 505, 1070, 13","22479, 43475, 527, 539, 39881, 13"
"22479, 43475, 527, 539, 39881, 13","8248, 3450, 11, 682, 856, 4885, 1005, 872, 43475, 13"
"8248, 3450, 11, 682, 856, 4885, 1005, 872, 43475, 13","9210, 3250, 956, 1304, 433, 1314, 13"
"9210, 3250, 956, 1304, 433, 1314, 13","72, 5602, 18233, 40194, 813, 19689, 389, 813, 37253, 13985, 13"
"72, 5602, 18233, 40194, 813, 19689, 389, 813, 37253, 13985, 13","72, 690, 3137, 311, 701, 7126, 922, 430, 13"
"72, 690, 3137, 311, 701, 7126, 922, 430, 13","72, 1297, 18233, 1550, 433, 682, 279, 892, 994, 568, 574, 856, 4325, 13"
"72, 1297, 18233, 1550, 433, 682, 279, 892, 994, 568, 574, 856, 4325, 13","22479, 57642, 574, 264, 1695, 2697, 8334, 13"
"22479, 57642, 574, 264, 1695, 2697, 8334, 13","5269, 656, 499, 1440, 30, 1051, 499, 813, 82240, 11, 2288, 30"
"72, 2846, 18290, 13","50810, 4588, 922, 1148, 30"
"50810, 4588, 922, 1148, 30","72, 2846, 3794, 12502, 13"
"72, 2846, 3794, 12502, 13","9514, 1288, 387, 6380, 11, 539, 18290, 13"
"9514, 1288, 387, 6380, 11, 539, 18290, 13","72, 1097, 6380, 11, 719, 11103, 374, 264, 2763, 315, 12014, 13"
"72, 1097, 6380, 11, 719, 11103, 374, 264, 2763, 315, 12014, 13","9891, 11, 499, 617, 311, 1935, 2512, 315, 701, 7555, 13"
"9891, 11, 499, 617, 311, 1935, 2512, 315, 701, 7555, 13","438, 602, 617, 311, 1935, 2512, 315, 1057, 2911, 13"
"438, 602, 617, 311, 1935, 2512, 315, 1057, 2911, 13","548, 499, 2133, 311, 1212, 264, 3070, 30"
"548, 499, 2133, 311, 1212, 264, 3070, 30","9891, 13, 584, 1390, 311, 617, 264, 2697, 8334, 323, 264, 2697, 3828, 13"
"9891, 13, 584, 1390, 311, 617, 264, 2697, 8334, 323, 264, 2697, 3828, 13","9210, 10578, 11364, 13"
"9210, 10578, 11364, 13","11945, 584, 649, 956, 10150, 433, 0"
"11945, 584, 649, 956, 10150, 433, 0","2201, 5895, 499, 2351, 18290, 13"
"72, 1541, 956, 636, 1989, 13","269, 13820, 13"
"269, 13820, 13","20670, 2351, 304, 264, 2204, 1917, 13"
"20670, 2351, 304, 264, 2204, 1917, 13","72, 5602, 264, 19354, 315, 264, 30695, 430, 574, 2539, 315, 97438, 13"
"72, 5602, 264, 19354, 315, 264, 30695, 430, 574, 2539, 315, 97438, 13","1820, 10255, 1071, 279, 30695, 574, 2225, 2539, 323, 4384, 13"
"1820, 10255, 1071, 279, 30695, 574, 2225, 2539, 323, 4384, 13","8248, 433, 574, 2539, 315, 97438, 0, 1268, 1436, 568, 2019, 433, 574, 4384, 30"
"8248, 433, 574, 2539, 315, 97438, 0, 1268, 1436, 568, 2019, 433, 574, 4384, 30","77735, 1518, 2574, 22009, 13"
"77735, 1518, 2574, 22009, 13","23770, 499, 3596, 1518, 4205, 430, 10532, 29963, 24937, 30"
"23770, 499, 3596, 1518, 4205, 430, 10532, 29963, 24937, 30","1073, 3388, 0, 568, 596, 1917, 11495, 13"
"1073, 3388, 0, 568, 596, 1917, 11495, 13","23770, 568, 3596, 1935, 1989, 18872, 30"
"23770, 568, 3596, 1935, 1989, 18872, 30","72, 649, 956, 4510, 433, 13, 602, 24465, 36692, 1093, 430, 304, 4948, 12239, 13"
"72, 649, 956, 4510, 433, 13, 602, 24465, 36692, 1093, 430, 304, 4948, 12239, 13","2940, 527, 814, 30, 7344, 814, 527, 5922, 11990, 13"
"12840, 596, 279, 1486, 30","1820, 1486, 315, 1148, 30"
"1820, 1486, 315, 1148, 30","1073, 5496, 13"
"1073, 5496, 13","14965, 8964, 30, 499, 3974, 11, 323, 1243, 499, 2815, 13"
"14965, 8964, 30, 499, 3974, 11, 323, 1243, 499, 2815, 13","906, 2011, 387, 1618, 369, 1063, 2944, 13"
"906, 2011, 387, 1618, 369, 1063, 2944, 13","37860, 584, 2351, 1618, 311, 617, 2523, 13"
"37860, 584, 2351, 1618, 311, 617, 2523, 13","3473, 3249, 7784, 956, 602, 3515, 2523, 30"
"3473, 3249, 7784, 956, 602, 3515, 2523, 30","28753, 499, 2351, 7422, 2288, 1790, 13"
"28753, 499, 2351, 7422, 2288, 1790, 13","708, 602, 1288, 3009, 7422, 30"
"708, 602, 1288, 3009, 7422, 30","9684, 7422, 922, 1148, 279, 1486, 374, 13"
"9684, 7422, 922, 1148, 279, 1486, 374, 13","94317, 13, 602, 3358, 1212, 7422, 922, 3515, 1063, 2523, 13"
"94317, 13, 602, 3358, 1212, 7422, 922, 3515, 1063, 2523, 13","4345, 387, 8893, 13, 2523, 3250, 956, 2586, 3235, 1475, 4330, 4520, 13"
"48895, 374, 264, 8147, 5623, 13","708, 527, 34576, 13"
"708, 527, 34576, 13","8370, 1053, 499, 10932, 30"
"8370, 1053, 499, 10932, 30","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","9493, 499, 2815, 323, 733, 311, 23070, 11, 814, 690, 3085, 499, 13179, 477, 34576, 13"
"9493, 499, 2815, 323, 733, 311, 23070, 11, 814, 690, 3085, 499, 13179, 477, 34576, 13","72, 1436, 3820, 1193, 832, 477, 279, 1023, 30"
"72, 1436, 3820, 1193, 832, 477, 279, 1023, 30","9891, 13, 4400, 596, 4832, 11, 539, 1524, 304, 23070, 13"
"9891, 13, 4400, 596, 4832, 11, 539, 1524, 304, 23070, 13","17627, 11, 430, 596, 264, 11292, 832, 13"
"17627, 11, 430, 596, 264, 11292, 832, 13","12840, 596, 779, 11292, 922, 433, 30, 315, 3388, 11, 602, 1053, 3820, 34576, 13"
"12840, 596, 779, 11292, 922, 433, 30, 315, 3388, 11, 602, 1053, 3820, 34576, 13","8248, 34576, 12945, 1790, 2731, 994, 499, 617, 264, 9439, 13179, 13"
"8248, 34576, 12945, 1790, 2731, 994, 499, 617, 264, 9439, 13179, 13","9336, 11, 499, 649, 956, 617, 4395, 13"
"9336, 11, 499, 649, 956, 617, 4395, 13","72, 1541, 956, 1781, 602, 1390, 311, 733, 311, 701, 23070, 13"
"2465, 25567, 617, 264, 14512, 304, 279, 4156, 18301, 13","9514, 13434, 956, 6920, 23423, 304, 701, 18301, 13"
"9514, 13434, 956, 6920, 23423, 304, 701, 18301, 13","88, 11534, 264, 5869, 11299, 1555, 856, 25567, 8800, 856, 30077, 13"
"88, 11534, 264, 5869, 11299, 1555, 856, 25567, 8800, 856, 30077, 13","75, 10279, 369, 499, 433, 5828, 956, 264, 17676, 22145, 13"
"75, 10279, 369, 499, 433, 5828, 956, 264, 17676, 22145, 13","14965, 24266, 264, 17676, 22145, 304, 872, 18301, 30"
"14965, 24266, 264, 17676, 22145, 304, 872, 18301, 30","99495, 82, 11, 315, 3388, 13"
"99495, 82, 11, 315, 3388, 13","3852, 3195, 11, 602, 617, 311, 5155, 279, 14512, 13"
"3852, 3195, 11, 602, 617, 311, 5155, 279, 14512, 13","9514, 649, 23154, 433, 709, 477, 1005, 459, 11245, 10539, 11140, 13"
"9514, 649, 23154, 433, 709, 477, 1005, 459, 11245, 10539, 11140, 13","73457, 757, 922, 420, 11140, 13"
"73457, 757, 922, 420, 11140, 13","1820, 11140, 706, 38561, 13, 279, 4106, 11245, 99191, 279, 38561, 779, 279, 11140, 34240, 389, 13"
"1820, 11140, 706, 38561, 13, 279, 4106, 11245, 99191, 279, 38561, 779, 279, 11140, 34240, 389, 13","9210, 10578, 264, 2763, 8831, 1109, 52319, 13"
"9210, 10578, 264, 2763, 8831, 1109, 52319, 13","275, 374, 13, 719, 1306, 922, 5899, 11623, 826, 11, 279, 38561, 11623, 288, 1022, 13"
"3055, 499, 1440, 904, 1695, 32520, 30","72, 649, 956, 6227, 32520, 13"
"72, 649, 956, 6227, 32520, 13","818, 2544, 649, 602, 13"
"818, 2544, 649, 602, 13","20670, 733, 304, 832, 2487, 323, 704, 279, 1023, 13"
"20670, 733, 304, 832, 2487, 323, 704, 279, 1023, 13","14965, 3727, 709, 682, 1521, 32520, 30"
"14965, 3727, 709, 682, 1521, 32520, 30","14965, 8964, 30, 719, 1070, 2011, 387, 264, 7895, 502, 6305, 1475, 1938, 13"
"14965, 8964, 30, 719, 1070, 2011, 387, 264, 7895, 502, 6305, 1475, 1938, 13","9891, 11, 1120, 304, 30063, 7636, 13"
"9891, 11, 1120, 304, 30063, 7636, 13","72, 5895, 422, 1475, 4221, 706, 32520, 13"
"72, 5895, 422, 1475, 4221, 706, 32520, 13","1073, 3388, 0, 1274, 17277, 1093, 1695, 32520, 13"
"1073, 3388, 0, 1274, 17277, 1093, 1695, 32520, 13","12840, 656, 499, 1781, 1274, 22380, 922, 279, 1455, 30"
"12840, 656, 499, 1781, 1274, 22380, 922, 279, 1455, 30","72, 1781, 1455, 32520, 527, 922, 3278, 13"
"72, 1781, 1455, 32520, 527, 922, 3278, 13","2319, 11, 2216, 30, 602, 1781, 1455, 32520, 527, 922, 3026, 0"
"9514, 2351, 1633, 18069, 13","35734, 656, 499, 2019, 430, 30"
"35734, 656, 499, 2019, 430, 30","9514, 6604, 1403, 15823, 13"
"9514, 6604, 1403, 15823, 13","9336, 11, 856, 30063, 4536, 956, 4832, 13"
"9336, 11, 856, 30063, 4536, 956, 4832, 13","2201, 832, 21881, 4832, 30063, 13"
"2201, 832, 21881, 4832, 30063, 13","37860, 602, 690, 387, 279, 1176, 0"
"37860, 602, 690, 387, 279, 1176, 0","72, 3077, 1027, 7422, 922, 6975, 78132, 13"
"72, 3077, 1027, 7422, 922, 6975, 78132, 13","1508, 819, 374, 4228, 13, 602, 3358, 387, 6380, 311, 4639, 499, 13"
"1508, 819, 374, 4228, 13, 602, 3358, 387, 6380, 311, 4639, 499, 13","5269, 1317, 690, 433, 1935, 757, 311, 4048, 30"
"5269, 1317, 690, 433, 1935, 757, 311, 4048, 30","72, 1781, 433, 690, 1193, 1935, 499, 264, 1060, 477, 1403, 13"
"72, 1781, 433, 690, 1193, 1935, 499, 264, 1060, 477, 1403, 13","5269, 5246, 649, 584, 3240, 30"
"5269, 5246, 649, 584, 3240, 30","1494, 6347, 0, 430, 3445, 1314, 1457, 13"
"3055, 499, 1440, 1148, 3432, 374, 30","9891, 11, 433, 596, 74800, 220, 1313, 13"
"9891, 11, 433, 596, 74800, 220, 1313, 13","275, 596, 810, 1109, 1120, 264, 2457, 13"
"275, 596, 810, 1109, 1120, 264, 2457, 13","285, 433, 701, 15553, 477, 22310, 30"
"285, 433, 701, 15553, 477, 22310, 30","2201, 11, 433, 596, 9578, 1938, 13"
"2201, 11, 433, 596, 9578, 1938, 13","12840, 596, 430, 30"
"12840, 596, 430, 30","275, 596, 264, 45370, 27626, 311, 1935, 2512, 315, 1057, 11841, 13"
"275, 596, 264, 45370, 27626, 311, 1935, 2512, 315, 1057, 11841, 13","2319, 11, 499, 3152, 1093, 27068, 2574, 323, 61843, 6392, 30"
"2319, 11, 499, 3152, 1093, 27068, 2574, 323, 61843, 6392, 30","9891, 13, 584, 1205, 311, 1781, 6307, 11, 3665, 3090, 11, 323, 3009, 1701, 12466, 18381, 13"
"9891, 13, 584, 1205, 311, 1781, 6307, 11, 3665, 3090, 11, 323, 3009, 1701, 12466, 18381, 13","5269, 922, 422, 602, 1935, 24210, 52902, 30"
"5269, 922, 422, 602, 1935, 24210, 52902, 30","9210, 596, 264, 1695, 4623, 11, 1606, 52902, 12571, 264, 2763, 315, 3090, 13"
"9210, 596, 264, 1695, 4623, 11, 1606, 52902, 12571, 264, 2763, 315, 3090, 13","1527, 1457, 389, 602, 3358, 8493, 1193, 220, 508, 4520, 304, 279, 17639, 13"
"5481, 15501, 40199, 13","72, 1541, 956, 1440, 5606, 889, 13452, 433, 13"
"72, 1541, 956, 1440, 5606, 889, 13452, 433, 13","15031, 315, 433, 374, 17339, 11, 602, 8101, 13"
"15031, 315, 433, 374, 17339, 11, 602, 8101, 13","9891, 11, 279, 45319, 430, 98034, 323, 527, 4228, 311, 6227, 13"
"9891, 11, 279, 45319, 430, 98034, 323, 527, 4228, 311, 6227, 13","4908, 330, 606, 11, 1403, 11, 81095, 856, 30077, 1210"
"4908, 330, 606, 11, 1403, 11, 81095, 856, 30077, 1210","8248, 1274, 2103, 3350, 45319, 13"
"8248, 1274, 2103, 3350, 45319, 13","2201, 832, 3727, 904, 3300, 520, 433, 13"
"2201, 832, 3727, 904, 3300, 520, 433, 13","939, 37971, 574, 264, 40360, 13"
"939, 37971, 574, 264, 40360, 13","23770, 568, 636, 9257, 505, 813, 32349, 30"
"23770, 568, 636, 9257, 505, 813, 32349, 30","55540, 539, 13"
"55540, 539, 13","5481, 12116, 527, 264, 2697, 2766, 1093, 11936, 13"
"5481, 12116, 527, 264, 2697, 2766, 1093, 11936, 13","9891, 11, 719, 11936, 617, 4731, 13, 2085, 4731, 11, 11936, 1053, 19419, 11, 2288, 13"
"5269, 7941, 527, 499, 30","72, 1541, 956, 1440, 13, 602, 1781, 602, 2846, 5578, 13"
"72, 1541, 956, 1440, 13, 602, 1781, 602, 2846, 5578, 13","23770, 499, 3596, 1935, 459, 92559, 1296, 30"
"23770, 499, 3596, 1935, 459, 92559, 1296, 30","2201, 11, 602, 2646, 1550, 13, 682, 602, 1440, 374, 430, 602, 2751, 264, 596, 323, 293, 596, 304, 2978, 13"
"2201, 11, 602, 2646, 1550, 13, 682, 602, 1440, 374, 430, 602, 2751, 264, 596, 323, 293, 596, 304, 2978, 13","72, 6562, 602, 574, 2216, 7941, 13"
"72, 6562, 602, 574, 2216, 7941, 13","15357, 956, 387, 27873, 13"
"15357, 956, 387, 27873, 13","12840, 656, 499, 3152, 30"
"12840, 656, 499, 3152, 30","333, 499, 2351, 2133, 311, 1304, 264, 6562, 11, 6562, 430, 499, 1051, 2216, 9257, 477, 11495, 13"
"333, 499, 2351, 2133, 311, 1304, 264, 6562, 11, 6562, 430, 499, 1051, 2216, 9257, 477, 11495, 13","15357, 956, 499, 3596, 5895, 1148, 433, 596, 1093, 311, 387, 2307, 4773, 472, 30"
"15357, 956, 499, 3596, 5895, 1148, 433, 596, 1093, 311, 387, 2307, 4773, 472, 30","275, 2011, 387, 1633, 40666, 13"
"275, 2011, 387, 1633, 40666, 13","35734, 596, 430, 30"
"35734, 596, 430, 30","28753, 422, 499, 2351, 2307, 4773, 472, 11, 912, 832, 31869, 1148, 499, 2351, 5605, 13"
"72, 13942, 279, 11333, 3754, 1566, 3814, 13, 1148, 574, 389, 30","42312, 430, 1053, 1522, 439, 3754, 13"
"42312, 430, 1053, 1522, 439, 3754, 13","12840, 596, 279, 9282, 2133, 311, 387, 1093, 420, 9178, 30"
"12840, 596, 279, 9282, 2133, 311, 387, 1093, 420, 9178, 30","72, 1541, 956, 1440, 13, 15716, 279, 9282, 4131, 389, 11, 602, 3480, 12006, 13"
"72, 1541, 956, 1440, 13, 15716, 279, 9282, 4131, 389, 11, 602, 3480, 12006, 13","12840, 574, 279, 3063, 3446, 389, 279, 3754, 30"
"12840, 574, 279, 3063, 3446, 389, 279, 3754, 30","15031, 24577, 574, 304, 5590, 369, 10043, 2085, 264, 5842, 13"
"15031, 24577, 574, 304, 5590, 369, 10043, 2085, 264, 5842, 13","12840, 574, 279, 2132, 3446, 30"
"12840, 574, 279, 2132, 3446, 30","15031, 12360, 12502, 264, 5333, 3995, 3403, 311, 387, 813, 10003, 13"
"15031, 12360, 12502, 264, 5333, 3995, 3403, 311, 387, 813, 10003, 13","12840, 574, 279, 4948, 3446, 30"
"12840, 574, 279, 4948, 3446, 30","64, 17231, 62920, 264, 893, 304, 264, 49313, 13"
"64, 17231, 62920, 264, 893, 304, 264, 49313, 13","16514, 77, 956, 1070, 4205, 922, 18998, 78, 1474, 316, 30"
"16514, 77, 956, 1070, 4205, 922, 18998, 78, 1474, 316, 30","1073, 3388, 13, 1364, 596, 2133, 311, 18467, 264, 99357, 369, 1077, 8223, 42534, 13"
"12840, 527, 499, 2133, 311, 656, 922, 701, 4648, 30","9336, 11, 10213, 602, 3358, 1456, 311, 5766, 433, 13"
"9336, 11, 10213, 602, 3358, 1456, 311, 5766, 433, 13","72, 3152, 11, 527, 499, 2133, 311, 636, 28016, 477, 71296, 660, 30"
"72, 3152, 11, 527, 499, 2133, 311, 636, 28016, 477, 71296, 660, 30","2465, 7555, 323, 602, 690, 387, 71296, 660, 13"
"2465, 7555, 323, 602, 690, 387, 71296, 660, 13","548, 499, 2133, 311, 387, 28016, 1828, 311, 1855, 1023, 30"
"548, 499, 2133, 311, 387, 28016, 1828, 311, 1855, 1023, 30","2319, 11, 912, 13, 1057, 67101, 690, 387, 66900, 1139, 279, 18435, 13"
"2319, 11, 912, 13, 1057, 67101, 690, 387, 66900, 1139, 279, 18435, 13","9514, 2351, 539, 2133, 311, 387, 28016, 30"
"9514, 2351, 539, 2133, 311, 387, 28016, 30","64, 78766, 7194, 2288, 1790, 323, 5097, 709, 2288, 1790, 3634, 13"
"64, 78766, 7194, 2288, 1790, 323, 5097, 709, 2288, 1790, 3634, 13","9891, 11, 719, 433, 690, 387, 304, 264, 59404, 1405, 701, 2911, 649, 4034, 499, 13"
"9891, 11, 719, 433, 690, 387, 304, 264, 59404, 1405, 701, 2911, 649, 4034, 499, 13","5988, 56452, 4034, 872, 6699, 304, 264, 59404, 13"
"5988, 56452, 4034, 872, 6699, 304, 264, 59404, 13","9210, 596, 837, 13, 264, 59404, 374, 369, 5710, 1274, 11, 539, 5496, 1274, 13"
"9210, 596, 837, 13, 264, 59404, 374, 369, 5710, 1274, 11, 539, 5496, 1274, 13","906, 7216, 1057, 6980, 649, 4034, 603, 15716, 814, 733, 311, 279, 11573, 13"
"23770, 499, 40194, 701, 7693, 30, 220","9891, 11, 315, 3388, 602, 49266, 856, 7693, 13"
"9891, 11, 315, 3388, 602, 49266, 856, 7693, 13","3473, 3249, 374, 1070, 27275, 389, 279, 28954, 30"
"3473, 3249, 374, 1070, 27275, 389, 279, 28954, 30","72, 1541, 956, 1440, 13, 433, 596, 539, 856, 27275, 13"
"72, 1541, 956, 1440, 13, 433, 596, 539, 856, 27275, 13","9336, 11, 4423, 7263, 433, 1139, 279, 3838, 13"
"9336, 11, 4423, 7263, 433, 1139, 279, 3838, 13","7349, 520, 279, 5740, 315, 856, 15653, 33895, 71201, 2351, 4335, 13"
"7349, 520, 279, 5740, 315, 856, 15653, 33895, 71201, 2351, 4335, 13","1073, 3388, 814, 2351, 4335, 13, 499, 2163, 682, 279, 27275, 389, 279, 28954, 13"
"1073, 3388, 814, 2351, 4335, 13, 499, 2163, 682, 279, 27275, 389, 279, 28954, 13","94317, 11, 602, 3358, 636, 279, 29302, 32981, 13"
"94317, 11, 602, 3358, 636, 279, 29302, 32981, 13","15357, 956, 29302, 433, 1457, 13"
"15357, 956, 29302, 433, 1457, 13","15357, 956, 499, 1390, 757, 311, 4335, 709, 279, 27275, 30"
"15357, 956, 499, 1390, 757, 311, 4335, 709, 279, 27275, 30","11748, 12222, 433, 294, 4108, 13, 433, 690, 387, 8831, 311, 29302, 13"
"11748, 12222, 433, 294, 4108, 13, 433, 690, 387, 8831, 311, 29302, 13","3684, 892, 602, 690, 387, 810, 16994, 13"
"12840, 527, 499, 3794, 369, 701, 3450, 30","12840, 527, 499, 7556, 922, 30"
"12840, 527, 499, 7556, 922, 30","82, 6815, 374, 6691, 596, 1938, 13"
"82, 6815, 374, 6691, 596, 1938, 13","576, 93463, 30"
"576, 93463, 30","1073, 3388, 13, 433, 596, 682, 927, 279, 3754, 13"
"1073, 3388, 13, 433, 596, 682, 927, 279, 3754, 13","72, 3463, 433, 574, 1828, 93463, 13"
"72, 3463, 433, 574, 1828, 93463, 13","9336, 11, 499, 4265, 2731, 636, 1077, 2555, 13"
"9336, 11, 499, 4265, 2731, 636, 1077, 2555, 13","72, 3358, 636, 1077, 264, 6555, 3786, 13"
"72, 3358, 636, 1077, 264, 6555, 3786, 13","285, 430, 433, 30"
"285, 430, 433, 30","9891, 13, 430, 596, 682, 602, 3596, 3041, 1077, 13"
"9891, 13, 430, 596, 682, 602, 3596, 3041, 1077, 13","32158, 9408, 499, 11, 323, 682, 499, 3596, 3041, 1077, 374, 264, 3786, 30"
"32158, 9408, 499, 11, 323, 682, 499, 3596, 3041, 1077, 374, 264, 3786, 30","275, 596, 17339, 13, 1364, 8964, 430, 602, 3021, 1077, 13"
"72, 1541, 956, 1093, 1057, 5292, 13","12840, 596, 279, 5030, 449, 433, 30"
